REGION,PSU,PJ,STRATUM,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERMVIT,PERNOTMVIT,NUM_INJ,MONTH,DAY_WEEK,HOUR,MINUTE,HARM_EV,ALCOHOL,MAX_SEV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,INT_HWY,CF1,CF2,CF3,WKDY_IM,HOUR_IM,MINUTE_IM,EVENT1_IM,MANCOL_IM,RELJCT1_IM,RELJCT2_IM,LGTCON_IM,WEATHR_IM,MAXSEV_IM,NO_INJ_IM,ALCHL_IM,URBANICITY,REGION,PSUSTRAT,PSU_VAR,WEIGHT
3,70,138,6,2,2,0,0,3,0,1,6,5,11,0,12,2,1,1,0,3,3,0,1,1,1,0,1,0,0,0,0,0,5,11,0,12,1,0,3,1,1,1,1,2,2,3,16,70,51.57365489
3,70,138,9,2,2,0,0,2,0,0,6,5,11,45,12,2,0,1,0,3,98,0,1,1,1,0,1,0,0,0,0,0,5,11,45,12,1,0,3,1,1,0,0,2,2,3,16,70,146.5241049
3,70,138,8,2,2,0,0,2,0,1,6,5,15,58,12,2,1,6,0,1,1,0,1,1,1,0,1,0,0,0,0,0,5,15,58,12,6,0,1,1,1,1,1,2,2,3,16,70,130.1761895
3,70,138,10,2,2,0,0,3,0,0,6,5,17,18,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,5,17,18,12,1,0,1,1,1,0,0,2,2,3,16,70,215.218122
3,70,138,9,2,2,0,0,4,0,0,6,6,15,9,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,6,15,9,12,1,0,1,1,1,0,0,2,2,3,16,70,146.5241049
3,65,2851,8,1,1,0,0,1,0,1,5,3,16,21,38,2,1,0,0,1,1,0,5,1,1,0,1,0,0,0,0,0,3,16,21,38,0,0,1,1,1,1,1,2,1,3,13,65,139.8363995
3,30,2199,8,2,2,0,0,2,0,1,6,7,16,53,12,2,1,7,0,8,1,0,1,1,1,0,1,0,0,0,0,0,7,16,53,12,7,0,8,1,1,1,1,2,1,3,14,30,118.2836973
3,38,573,6,2,2,0,0,2,0,2,1,3,7,0,12,2,1,1,0,3,98,0,1,2,1,0,1,0,0,0,0,0,3,7,0,12,1,0,3,2,1,1,2,2,1,3,14,38,57.01865778
3,38,573,9,2,2,0,0,2,0,0,1,3,7,31,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,3,7,31,12,1,0,1,1,1,0,0,2,1,3,14,38,171.270444
3,38,573,10,1,1,0,0,1,0,0,1,3,11,35,53,2,0,0,0,1,1,0,4,1,10,0,10,0,0,0,0,0,3,11,35,53,0,0,1,1,10,0,0,2,1,3,14,38,239.5613436
3,38,573,8,2,2,0,0,3,0,1,1,3,15,5,12,2,2,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,3,15,5,12,6,0,2,1,1,2,1,2,1,3,14,38,139.6431705
3,38,573,5,1,1,0,0,1,0,1,1,3,20,39,32,1,3,0,0,1,1,0,3,3,10,0,10,0,0,0,0,0,3,20,39,32,0,0,1,3,10,3,1,1,1,3,14,38,26.70833414
3,65,2851,6,2,2,0,0,2,0,2,5,4,8,20,12,2,1,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,4,8,20,12,6,0,2,1,1,1,2,2,1,3,13,65,54.08640253
3,82,2152,8,2,1,1,0,1,0,1,2,7,2,11,14,9,1,0,0,1,1,0,7,3,1,0,1,0,0,0,0,0,7,2,11,14,0,0,1,3,1,1,1,2,2,3,19,82,112.2251114
3,82,2152,9,3,3,0,0,3,0,0,2,1,13,44,12,2,0,1,0,2,3,0,1,1,10,0,10,0,0,0,0,0,1,13,44,12,1,0,2,1,10,0,0,2,2,3,19,82,131.5610191
3,82,2152,6,2,2,0,0,2,0,1,2,3,10,52,12,2,1,6,0,2,3,0,1,1,10,0,10,0,0,0,0,0,3,10,52,12,6,0,2,1,10,1,1,2,2,3,19,82,44.243787
3,82,2152,10,2,2,0,0,2,0,0,2,3,12,20,12,2,0,6,0,8,1,0,1,1,1,0,1,0,0,0,0,0,3,12,20,12,6,0,8,1,1,0,0,2,2,3,19,82,188.6420603
3,82,2152,6,2,2,0,0,3,0,1,2,4,19,7,12,2,1,1,0,8,1,0,1,3,10,0,10,0,0,0,0,0,4,19,7,12,1,0,8,3,10,1,1,2,2,3,19,82,44.243787
3,82,2152,9,3,3,0,0,3,0,0,2,5,8,8,12,2,0,1,0,3,98,0,1,1,1,0,1,0,0,0,0,0,5,8,8,12,1,0,3,1,1,0,0,2,2,3,19,82,131.5610191
3,65,2851,10,1,1,0,0,1,0,99,5,4,22,52,46,9,9,0,0,3,2,0,3,3,10,0,10,0,0,0,0,0,4,22,52,46,0,0,3,3,10,0,0,2,1,3,13,65,268.9704806
3,82,2152,10,2,2,0,0,4,0,0,2,3,15,50,12,2,0,6,0,2,2,0,1,1,10,0,10,0,0,0,0,0,3,15,50,12,6,0,2,1,10,0,0,2,2,3,19,82,188.6420603
3,82,2152,7,2,2,0,0,3,0,0,2,5,14,30,12,2,0,1,0,3,98,0,1,1,10,0,10,0,0,0,0,0,5,14,30,12,1,0,3,1,10,0,0,2,2,3,19,82,112.3111516
3,38,578,9,2,2,0,0,2,0,1,3,5,23,35,12,2,1,1,0,5,1,0,1,2,1,0,1,0,0,0,0,0,5,23,35,12,1,0,5,2,1,1,1,2,1,3,14,38,171.270444
3,38,578,8,2,2,0,0,3,0,1,3,6,13,7,12,2,1,6,0,8,1,0,1,1,1,0,1,0,0,0,0,0,6,13,7,12,6,0,8,1,1,1,1,2,1,3,14,38,139.6431705
3,38,578,5,3,3,0,0,6,0,3,3,7,20,46,12,2,4,6,0,2,98,0,1,3,1,0,1,0,0,0,0,0,7,20,46,12,6,0,2,3,1,4,3,2,1,3,14,38,23.24285786
3,38,578,6,2,2,0,0,3,0,3,3,3,8,3,12,2,1,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,3,8,3,12,6,0,2,1,1,1,3,2,1,3,14,38,57.01865778
3,65,2851,9,2,2,0,0,2,0,0,5,5,16,59,12,2,0,6,0,8,1,0,1,1,1,0,1,0,0,0,0,0,5,16,59,12,6,0,8,1,1,0,0,2,1,3,13,65,181.6700749
3,65,2851,8,1,1,0,0,2,0,1,5,5,22,30,30,1,1,0,0,1,1,0,4,3,1,0,1,0,0,0,0,0,5,22,30,30,0,0,1,3,1,1,1,1,1,3,13,65,139.8363995
3,38,568,10,2,2,0,0,2,0,0,3,4,13,10,12,2,0,1,0,3,2,0,1,1,1,0,1,0,0,0,0,0,4,13,10,12,1,0,3,1,1,0,0,2,1,3,14,38,239.5613436
3,38,568,6,3,3,0,0,4,0,2,3,4,13,11,12,2,1,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,4,13,11,12,6,0,2,1,1,1,2,2,1,3,14,38,57.01865778
3,65,2851,6,2,2,0,0,4,0,1,5,6,13,35,12,2,2,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,6,13,35,12,6,0,2,1,1,2,1,2,1,3,13,65,54.08640253
3,38,568,9,2,2,0,0,2,0,0,3,5,9,13,12,2,0,1,0,2,2,0,1,1,1,0,1,0,0,0,0,0,5,9,13,12,1,0,2,1,1,0,0,2,1,3,14,38,171.270444
3,38,568,8,2,2,0,0,4,0,2,3,3,13,45,12,2,1,1,0,3,2,0,1,1,1,0,1,0,0,0,0,0,3,13,45,12,1,0,3,1,1,1,2,2,1,3,14,38,139.6431705
3,38,571,8,2,2,0,0,3,0,1,3,6,15,50,12,2,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,6,15,50,12,1,0,1,1,1,1,1,2,1,3,14,38,139.6431705
3,38,569,6,2,2,0,0,4,0,1,3,4,20,37,12,2,1,1,0,98,98,0,1,1,1,0,1,0,0,0,0,0,4,20,37,12,1,0,3,1,1,1,1,2,1,3,14,38,57.01865778
3,38,569,9,2,2,0,0,2,0,0,3,7,14,36,12,2,0,6,0,8,1,0,1,1,1,0,1,0,0,0,0,0,7,14,36,12,6,0,8,1,1,0,0,2,1,3,14,38,171.270444
3,38,569,4,1,1,0,0,2,0,1,3,7,19,12,5,1,3,0,0,3,98,0,1,3,1,0,1,0,0,0,0,0,7,19,12,5,0,0,3,3,1,3,1,1,1,3,14,38,14.16371019
3,38,569,7,2,2,0,0,2,0,0,3,3,13,20,12,2,0,6,0,1,1,0,1,1,10,0,10,0,0,0,0,0,3,13,20,12,6,0,1,1,10,0,0,2,1,3,14,38,174.0128219
3,17,1053,6,1,1,0,0,1,0,1,4,4,2,10,30,2,1,0,0,1,1,0,4,3,1,0,1,0,0,0,0,0,4,2,10,30,0,0,1,3,1,1,1,2,1,3,15,17,51.64948122
3,17,1053,10,2,2,0,0,2,0,0,7,4,19,58,12,2,0,1,0,3,98,0,1,1,1,0,1,0,0,0,0,0,4,19,58,12,1,0,3,1,1,0,0,2,1,3,15,17,217.061892
3,17,1053,7,2,2,0,0,2,0,0,4,5,11,6,12,9,0,6,0,2,98,0,1,1,1,0,1,0,0,0,0,0,5,11,6,12,6,0,2,1,1,0,0,2,1,3,15,17,140.4596163
3,17,1053,9,2,2,0,0,4,0,0,4,5,13,2,12,2,0,6,0,2,98,0,1,1,1,0,1,0,0,28,0,0,5,13,2,12,6,0,2,1,1,0,0,2,1,3,15,17,148.196393
3,17,1053,10,2,2,0,0,3,0,0,4,5,21,35,12,2,0,1,0,3,98,0,1,3,1,0,1,0,0,0,0,0,5,21,35,12,1,0,3,3,1,0,0,2,1,3,15,17,217.061892
3,17,1053,5,1,1,0,0,3,0,3,4,6,0,33,21,2,3,0,0,1,1,0,4,6,1,0,1,0,0,0,0,0,6,0,33,21,0,0,1,6,1,3,3,2,1,3,15,17,21.99515587
3,17,1053,8,3,3,0,0,4,0,1,4,6,11,49,12,2,2,6,0,2,98,0,1,1,1,0,1,0,0,0,0,0,6,11,49,12,6,0,2,1,1,2,1,2,1,3,15,17,130.6510655
3,17,1053,9,1,1,0,0,2,0,0,4,6,19,0,30,2,0,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,6,19,0,30,0,0,1,1,1,0,0,2,1,3,15,17,148.196393
3,17,1053,10,2,2,0,0,2,0,0,4,6,21,50,12,9,0,8,0,2,98,0,1,3,1,0,1,0,0,0,0,0,6,21,50,12,8,0,2,3,1,1,1,2,1,3,15,17,217.061892
3,17,1053,3,2,2,0,0,3,0,1,4,6,23,28,12,2,3,1,0,1,1,0,1,2,1,0,1,0,0,0,0,0,6,23,28,12,1,0,1,2,1,3,1,2,1,3,15,17,28.0628529
3,17,1053,3,1,1,0,0,1,0,1,4,7,18,4,24,2,3,0,1,5,1,1,4,1,1,0,1,0,1,0,0,0,7,18,4,24,0,1,5,1,1,3,1,2,1,3,15,17,28.0628529
3,17,1053,6,1,1,0,0,2,0,2,4,1,3,33,24,1,1,0,0,1,1,0,4,3,1,0,1,0,1,0,0,0,1,3,33,24,0,0,1,3,1,1,2,1,1,3,15,17,51.64948122
3,17,1053,9,2,2,0,0,2,0,0,4,1,8,43,12,2,0,1,0,3,98,0,1,1,1,0,1,0,0,0,0,0,1,8,43,12,1,0,3,1,1,0,0,2,1,3,15,17,148.196393
3,17,1053,10,2,2,0,0,2,0,0,4,2,7,31,12,9,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,2,7,31,12,1,0,1,1,1,0,0,2,1,3,15,17,217.061892
3,17,1053,2,1,1,0,1,1,1,1,4,2,8,18,8,2,1,0,0,3,98,0,1,1,1,0,1,0,0,0,0,0,2,8,18,8,0,0,3,1,1,1,1,2,1,3,15,17,24.43688185
3,17,1053,8,2,2,0,0,3,0,1,4,2,15,18,12,2,2,6,0,8,1,0,1,1,1,0,1,0,0,0,0,0,2,15,18,12,6,0,8,1,1,2,1,2,1,3,15,17,130.6510655
3,17,1053,9,1,1,0,0,1,0,0,4,3,6,45,11,2,0,0,0,1,1,0,1,4,1,0,1,0,0,0,0,0,3,6,45,11,0,0,1,4,1,0,0,2,1,3,15,17,148.196393
3,17,1053,3,2,2,0,0,2,0,1,4,3,14,14,12,2,3,6,0,8,1,0,1,1,1,0,1,0,0,0,0,0,3,14,14,12,6,0,8,1,1,3,1,2,1,3,15,17,28.0628529
3,17,1053,10,2,2,0,0,2,0,0,4,3,16,23,12,2,0,6,0,2,98,0,1,1,1,0,1,0,0,0,0,0,3,16,23,12,6,0,2,1,1,0,0,2,1,3,15,17,217.061892
3,17,1053,5,2,2,0,0,2,0,1,4,3,16,35,12,2,3,1,0,3,98,0,1,1,1,0,1,0,0,0,0,0,3,16,35,12,1,0,3,1,1,3,1,2,1,3,15,17,21.99515587
3,82,2152,6,2,2,0,0,2,0,2,2,5,9,7,12,2,1,1,0,1,1,0,1,1,10,0,10,0,0,23,0,0,5,9,7,12,1,0,1,1,10,1,2,2,2,3,19,82,44.243787
3,82,2152,8,2,2,0,0,5,0,4,2,6,17,20,12,2,2,1,0,3,3,0,1,9,99,0,99,0,0,0,0,0,6,17,20,12,1,0,3,1,10,2,4,2,2,3,19,82,112.2251114
3,82,2152,9,2,2,0,0,3,0,0,2,6,15,46,12,2,0,7,0,1,1,0,1,1,1,0,1,0,0,0,0,0,6,15,46,12,7,0,1,1,1,0,0,2,2,3,19,82,131.5610191
3,38,509,10,2,2,0,0,2,0,0,3,5,13,6,12,2,0,6,0,8,1,0,1,1,10,0,10,0,0,0,0,0,5,13,6,12,6,0,8,1,10,0,0,2,1,3,14,38,239.5613436
3,38,509,9,2,2,0,0,3,0,0,3,5,14,58,12,2,0,1,0,3,2,0,1,1,2,0,2,0,0,0,0,0,5,14,58,12,1,0,3,1,2,0,0,2,1,3,14,38,171.270444
3,38,508,6,2,2,0,0,2,0,1,3,6,10,49,12,2,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,6,10,49,12,1,0,1,1,1,1,1,2,1,3,14,38,57.01865778
3,40,3076,3,2,2,0,0,2,0,1,6,3,21,44,12,2,1,6,0,2,3,0,1,2,1,0,1,0,0,0,0,0,3,21,44,12,6,0,2,2,1,1,1,2,1,3,15,40,49.48225665
3,40,3076,9,2,2,0,0,3,0,0,6,3,9,34,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,3,9,34,12,1,0,1,1,1,0,0,2,1,3,15,40,309.6236962
3,40,3073,10,1,1,0,0,1,0,0,6,4,8,15,24,2,0,0,0,1,1,0,3,1,1,0,1,0,1,0,0,0,4,8,15,24,0,0,1,1,1,0,0,2,1,3,15,40,438.9142584
3,65,2851,4,2,2,0,0,4,0,4,5,6,16,51,12,2,3,2,0,1,1,0,1,1,1,0,1,0,0,0,0,0,6,16,51,12,2,0,1,1,1,3,4,2,1,3,13,65,14.87303575
3,65,2851,5,2,2,0,0,2,0,1,5,6,22,25,12,2,3,6,0,2,2,0,1,3,10,0,10,0,0,0,0,0,6,22,25,12,6,0,2,3,10,3,1,2,1,3,13,65,26.42312101
3,28,440,9,2,2,0,0,2,0,0,6,1,16,26,12,2,0,6,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,16,26,12,6,0,1,1,1,0,0,2,1,3,11,28,170.943739
3,28,440,6,3,3,0,0,4,0,1,6,7,18,56,12,9,2,1,0,3,2,0,1,1,2,0,2,0,0,0,0,0,7,18,56,12,1,0,3,1,2,2,2,2,1,3,11,28,62.26924477
3,28,432,2,1,1,0,1,2,1,1,5,4,15,34,9,2,3,0,0,3,3,0,1,1,1,0,1,0,0,0,0,0,4,15,34,9,0,0,3,1,1,3,1,2,1,3,11,28,26.3086372
3,78,453,7,2,2,0,0,3,0,2,6,4,5,29,12,2,2,6,1,2,2,0,1,2,1,0,1,0,0,0,0,0,4,5,29,12,6,1,2,2,1,2,2,2,1,3,10,78,157.882757
3,12,456,10,2,2,0,0,3,0,0,6,6,13,53,12,2,0,7,0,1,1,0,1,1,2,0,2,0,0,0,0,0,6,13,53,12,7,0,1,1,2,0,0,2,1,3,12,12,235.1936478
3,12,456,9,1,1,0,0,1,0,0,6,6,15,34,18,2,0,0,0,1,1,0,1,1,10,0,10,0,1,0,0,0,6,15,34,18,0,0,1,1,10,0,0,2,1,3,12,12,160.3558932
3,12,456,6,2,2,0,0,2,0,1,6,6,16,42,12,1,2,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,6,16,42,12,1,0,1,1,1,2,1,1,1,3,12,12,54.714251
3,12,456,9,2,2,0,0,2,0,0,6,2,7,52,12,2,0,1,0,1,1,0,1,1,2,0,2,0,1,0,0,0,2,7,52,12,1,0,1,1,2,0,0,2,1,3,12,12,160.3558932
3,12,456,2,1,1,0,1,1,1,1,6,1,7,51,9,2,2,0,0,8,1,0,1,1,1,0,1,0,0,0,0,0,1,7,51,9,0,0,8,1,1,2,1,2,1,3,12,12,26.18301805
3,12,456,6,2,2,0,0,3,0,2,6,1,16,15,12,9,2,6,0,1,1,0,1,1,2,0,2,0,1,0,0,0,1,16,15,12,6,0,1,1,2,2,2,2,1,3,12,12,54.714251
3,12,456,7,2,2,0,0,2,0,0,6,6,13,0,12,2,0,7,0,1,1,0,1,1,1,0,1,0,0,0,0,0,6,13,0,12,7,0,1,1,1,0,0,2,1,3,12,12,142.6655389
3,12,456,3,1,1,0,0,2,0,1,6,1,16,5,1,2,1,0,0,1,1,0,1,1,2,0,2,0,1,0,0,0,1,16,5,1,0,0,1,1,2,1,1,2,1,3,12,12,28.71120096
3,28,437,5,1,1,0,0,1,0,1,6,4,4,17,42,9,4,0,0,1,1,0,6,3,1,0,1,0,0,0,0,0,4,4,17,42,0,0,1,3,1,4,1,2,1,3,11,28,29.39739139
3,28,437,6,3,3,0,0,3,0,1,6,5,9,49,12,2,1,1,0,3,2,0,1,1,10,0,10,0,0,0,0,0,5,9,49,12,1,0,3,1,10,1,1,2,1,3,11,28,62.26924477
3,28,437,9,2,2,0,0,3,0,0,6,5,12,55,12,2,0,1,0,2,98,0,1,1,10,0,10,0,0,0,0,0,5,12,55,12,1,0,2,1,10,0,0,2,1,3,11,28,170.943739
3,28,437,10,2,2,0,0,2,0,0,6,6,13,26,54,2,0,11,0,1,1,0,1,1,1,0,1,0,0,14,0,0,6,13,26,54,11,0,1,1,1,0,0,2,1,3,11,28,263.7161968
3,28,437,9,2,2,0,0,3,0,0,6,2,8,55,12,2,0,7,0,1,1,0,1,1,1,0,1,0,0,0,0,0,2,8,55,12,7,0,1,1,1,0,0,2,1,3,11,28,170.943739
3,28,432,9,2,2,0,0,2,0,99,6,2,9,22,12,9,9,1,8,3,2,0,1,1,1,0,1,0,0,0,0,0,2,9,22,12,1,0,3,1,1,2,2,2,1,3,11,28,170.943739
3,12,456,8,2,2,0,0,2,0,1,6,5,17,35,12,2,1,1,0,1,1,0,1,1,2,0,2,0,0,0,0,0,5,17,35,12,1,0,1,1,2,1,1,2,1,3,12,12,138.7252612
3,12,457,6,5,5,0,0,10,0,1,6,2,15,47,12,9,1,1,0,1,1,0,1,1,10,0,10,0,0,0,0,0,2,15,47,12,1,0,1,1,10,1,1,2,1,3,12,12,54.714251
3,12,457,9,2,2,0,0,3,0,0,6,3,7,41,12,9,0,7,0,1,1,0,1,1,1,0,1,0,0,0,0,0,3,7,41,12,7,0,1,1,1,1,1,2,1,3,12,12,160.3558932
3,59,506,9,2,2,0,0,3,0,0,6,6,18,52,12,2,0,6,0,8,1,0,1,1,10,0,10,0,0,0,0,0,6,18,52,12,6,0,8,1,10,0,0,2,1,3,10,59,236.9628171
3,59,500,9,2,2,0,0,2,0,0,6,3,18,37,12,2,0,9,0,1,1,0,1,1,1,0,1,0,0,0,0,0,3,18,37,12,9,0,1,1,1,0,0,2,1,3,10,59,236.9628171
3,59,500,9,2,2,0,0,3,0,0,6,6,18,4,12,2,0,7,0,1,1,0,1,1,1,0,1,0,0,0,0,0,6,18,4,12,7,0,1,1,1,0,0,2,1,3,10,59,236.9628171
3,59,500,10,2,2,0,0,2,0,0,6,5,7,43,12,2,0,7,0,1,1,0,1,1,1,0,1,0,0,0,0,0,5,7,43,12,7,0,1,1,1,0,0,2,1,3,10,59,304.5668441
3,28,448,6,2,2,0,0,2,0,1,6,1,19,55,12,2,1,1,0,3,98,0,1,3,1,0,1,0,0,0,0,0,1,19,55,12,1,0,3,3,1,1,1,2,1,3,11,28,62.26924477
3,28,448,9,2,2,0,0,2,0,0,6,4,11,53,12,2,0,6,0,2,2,0,1,1,10,0,10,0,0,0,0,0,4,11,53,12,6,0,2,1,10,0,0,2,1,3,11,28,170.943739
3,28,448,4,2,2,0,0,3,0,3,6,6,8,40,12,2,3,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,6,8,40,12,6,0,2,1,1,3,3,2,1,3,11,28,29.7677982
3,78,464,6,5,5,0,0,5,0,2,6,6,7,6,12,9,1,1,0,3,2,0,1,1,2,0,2,0,0,0,0,0,6,7,6,12,1,0,3,1,2,1,2,2,1,3,10,78,60.40401122
3,78,464,3,1,1,0,0,1,0,1,6,7,12,4,33,2,2,0,0,3,98,0,4,1,1,0,1,0,0,0,0,0,7,12,4,33,0,0,3,1,1,2,1,2,1,3,10,78,30.2431084
3,78,469,9,3,3,0,0,6,0,0,6,6,12,33,12,9,0,1,0,3,3,0,1,1,2,0,2,0,0,28,0,0,6,12,33,12,1,0,3,1,2,0,0,2,1,3,10,78,175.6598113
3,12,455,8,2,2,0,0,3,0,1,6,2,15,45,12,2,1,7,0,2,2,0,1,1,10,0,10,0,0,0,0,0,2,15,45,12,7,0,2,1,10,1,1,2,1,3,12,12,138.7252612
3,59,505,9,2,2,0,0,2,0,0,6,4,14,50,12,2,0,99,0,1,1,0,1,1,1,0,1,0,0,0,0,0,4,14,50,12,1,0,1,1,1,0,0,2,1,3,10,59,236.9628171
3,75,1231,8,1,1,0,0,1,0,1,6,5,1,2,35,2,2,0,0,1,1,0,3,3,1,0,1,0,1,0,0,0,5,1,2,35,0,0,1,3,1,2,1,2,2,3,19,75,115.8029914
3,75,1227,2,1,1,0,1,1,1,1,6,3,21,58,8,1,3,0,1,17,1,0,1,2,1,0,1,0,0,0,0,0,3,21,58,8,0,1,17,2,1,3,1,1,2,3,19,75,21.60941882
3,75,1227,9,2,2,0,0,2,0,0,6,7,14,43,12,2,0,1,0,8,1,0,1,1,98,0,98,0,0,0,0,0,7,14,43,12,1,0,8,1,1,0,0,2,2,3,19,75,138.1312313
3,65,2851,10,1,1,0,0,1,0,99,5,7,0,48,30,9,9,0,0,1,1,0,4,3,1,0,1,0,0,0,0,0,7,0,48,30,0,0,1,3,1,0,0,2,1,3,13,65,268.9704806
3,52,591,6,2,2,0,0,2,0,1,3,5,18,3,12,2,1,1,0,3,98,0,1,1,2,0,2,0,0,0,0,0,5,18,3,12,1,0,3,1,2,1,1,2,2,3,18,52,54.16229553
3,52,591,3,1,1,0,0,1,0,1,3,1,11,4,34,2,1,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,1,11,4,34,0,0,1,1,1,1,1,2,2,3,18,52,34.58858483
3,52,591,9,2,2,0,0,2,0,0,3,1,12,59,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,12,59,12,1,0,1,1,1,0,0,2,2,3,18,52,196.995712
3,52,591,7,2,2,0,0,2,0,0,3,3,15,34,12,9,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,3,15,34,12,1,0,1,1,1,1,1,2,2,3,18,52,137.5672433
3,52,590,6,2,2,0,0,5,0,3,3,7,17,28,12,2,1,6,0,8,1,0,1,1,1,0,1,0,0,0,0,0,7,17,28,12,6,0,8,1,1,1,3,2,2,3,18,52,54.16229553
3,52,590,9,2,2,0,0,3,0,0,3,2,15,45,12,2,0,1,0,8,1,0,1,1,1,0,1,0,0,0,0,0,2,15,45,12,1,0,8,1,1,0,0,2,2,3,18,52,196.995712
3,52,610,8,1,1,0,0,1,0,1,2,5,15,30,18,2,2,0,0,1,1,0,4,1,10,0,10,0,0,0,0,0,5,15,30,18,0,0,1,1,10,2,1,2,2,3,18,52,145.608441
3,54,517,10,2,2,0,0,3,0,0,3,4,17,43,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,4,17,43,12,1,0,1,1,1,0,0,2,1,3,14,54,217.9062956
3,54,517,6,2,2,0,0,3,0,1,3,6,7,38,12,2,1,1,0,1,1,0,1,1,10,0,10,0,0,0,0,0,6,7,38,12,1,0,1,1,10,1,1,2,1,3,14,54,51.08170605
3,54,517,9,2,2,0,0,4,0,0,3,6,12,53,12,2,0,7,0,8,1,0,1,1,10,0,10,0,0,0,0,0,6,12,53,12,7,0,8,1,10,0,0,2,1,3,14,54,147.8602656
3,54,517,10,2,2,0,0,2,0,0,3,1,20,22,12,2,0,1,0,3,2,0,1,3,1,0,1,0,0,0,0,0,1,20,22,12,1,0,3,3,1,0,0,2,1,3,14,54,217.9062956
3,54,517,9,2,2,0,0,4,0,0,3,2,14,41,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,2,14,41,12,1,0,1,1,1,0,0,2,1,3,14,54,147.8602656
3,54,514,9,2,2,0,0,2,0,99,3,5,9,19,12,9,9,1,0,3,3,0,1,1,10,0,10,0,0,0,0,0,5,9,19,12,1,0,3,1,10,0,0,2,1,3,14,54,147.8602656
3,54,525,10,2,2,0,0,3,0,0,3,4,15,12,12,2,0,6,0,8,1,0,1,1,1,0,1,0,0,0,0,0,4,15,12,12,6,0,8,1,1,0,0,2,1,3,14,54,217.9062955
3,65,2851,6,2,2,0,0,2,0,1,5,7,1,25,12,2,1,1,0,1,1,0,1,3,1,0,1,0,1,0,0,0,7,1,25,12,1,0,1,3,1,2,2,2,1,3,13,65,54.08640253
3,65,2851,9,2,2,0,0,7,0,0,5,7,1,25,12,9,0,7,0,1,1,0,1,3,1,0,1,0,1,0,0,0,7,1,25,12,7,0,1,3,1,3,1,2,1,3,13,65,181.6700749
3,62,543,3,1,1,0,0,1,0,1,3,6,12,13,1,2,2,0,0,1,1,0,1,1,10,0,10,0,0,0,0,0,6,12,13,1,0,0,1,1,10,2,1,2,2,3,18,62,24.22377267
3,62,543,9,2,2,0,0,2,0,0,3,7,7,58,12,2,0,1,0,3,2,0,1,1,1,0,1,0,0,0,0,0,7,7,58,12,1,0,3,1,1,0,0,2,2,3,18,62,153.6882495
3,62,543,10,2,2,0,0,3,0,0,3,7,14,53,12,2,0,6,0,2,2,0,1,1,1,0,1,0,0,0,0,0,7,14,53,12,6,0,2,1,1,0,0,2,2,3,18,62,221.4609387
3,62,543,6,3,3,0,0,4,0,2,3,3,8,35,12,2,1,2,0,1,1,0,1,1,1,0,1,0,0,0,0,0,3,8,35,12,2,0,1,1,1,1,2,2,2,3,18,62,46.85483185
3,62,542,8,1,1,0,0,1,0,1,3,4,5,5,38,2,2,0,0,1,1,0,4,2,1,0,1,0,0,0,0,0,4,5,5,38,0,0,1,2,1,2,1,2,2,3,18,62,126.6447992
3,62,542,6,3,3,0,0,5,0,1,3,6,0,0,12,2,1,6,0,2,2,0,1,6,10,0,10,0,0,0,0,0,6,0,0,12,6,0,2,6,10,1,1,2,2,3,18,62,46.85483185
3,62,542,10,1,1,0,0,1,0,0,3,6,4,45,11,2,0,0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,6,4,45,11,0,0,1,2,1,0,0,2,2,3,18,62,221.4609387
3,62,542,9,2,2,0,0,3,0,0,3,3,15,38,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,3,15,38,12,1,0,1,1,1,0,0,2,2,3,18,62,153.6882496
