REGION,PSU,PSU_VAR,PSUSTRAT,URBANICITY,STRATUM,PJ,WEIGHT,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERMVIT,MONTH,DAY_WEEK,WKDY_IM,HOUR,HOUR_IM,MINUTE,MINUTENAME,MINUTE_IM,MINUTE_IMNAME,HARM_EV,EVENT1_IM,MAN_COLL,MANCOL_IM,RELJCT1,RELJCT1_IM,RELJCT2,RELJCT2_IM,TYP_INT,REL_ROAD,WRK_ZONE,LGT_COND,LGTCON_IM,WEATHER,WEATHR_IM,SCH_BUS,INT_HWY,MAX_SEV,MAXSEV_IM,NUM_INJ,NO_INJ_IM,ALCOHOL,ALCHL_IM
3,54,54,14,1,9,526,123.1253678,0,0,2,2,0,2,2,7,7,13,13,20,20,20,20,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,54,54,14,1,8,526,119.2403335,0,0,1,1,0,1,2,2,2,20,20,0,0,0,0,53,53,0,0,0,0,1,1,1,4,0,2,2,2,2,0,0,1,1,1,1,2,2
3,54,54,14,1,10,526,193.1815236,0,0,2,2,0,2,2,4,4,7,7,0,0,0,0,12,12,1,1,1,1,18,18,1,1,0,4,4,2,2,0,0,0,0,0,0,2,2
3,54,54,14,1,8,526,119.2403335,0,0,1,1,0,1,2,6,6,18,18,32,32,32,32,34,34,0,0,0,0,3,3,3,4,0,2,2,1,1,0,0,1,1,1,1,1,1
3,54,54,14,1,10,526,193.1815236,0,0,2,2,0,3,2,7,7,18,18,28,28,28,28,12,12,1,1,0,0,8,8,1,1,0,2,2,2,2,0,0,0,0,0,0,2,2
3,54,54,14,1,6,526,48.07484557,0,0,2,2,0,2,2,7,7,20,20,15,15,15,15,59,59,0,0,0,0,3,3,2,4,0,3,3,2,2,0,0,1,1,2,2,9,2
3,54,54,14,1,3,526,47.63754615,0,0,1,1,0,1,2,2,2,12,12,30,30,30,30,58,58,0,0,0,0,1,1,1,4,0,1,1,1,1,0,0,1,1,1,1,2,2
3,63,63,16,2,10,4135,188.6456701,0,0,2,2,0,3,3,6,6,9,9,1,1,1,1,12,12,7,7,0,0,3,3,3,1,0,1,1,1,1,0,0,0,0,0,0,9,2
3,63,63,16,2,2,4135,24.41044993,1,1,1,1,0,3,3,1,1,13,13,53,53,53,53,8,8,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,2,2,1,1,9,2
3,59,59,10,1,9,4137,126.308435,0,0,2,2,0,3,3,5,5,18,18,32,32,32,32,12,12,6,6,0,0,2,2,3,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,59,59,10,1,6,4137,49.94650646,0,0,2,1,1,1,3,5,5,18,18,50,50,50,50,14,14,0,0,0,0,1,1,1,2,0,5,5,1,1,0,0,2,2,1,1,2,2
3,59,59,10,1,10,4137,200.1609996,0,0,2,1,1,1,3,1,1,8,8,19,19,19,19,14,14,0,0,0,0,1,1,1,7,0,1,1,1,1,0,0,0,0,0,0,9,2
3,59,59,10,1,3,4137,25.17695922,0,0,2,2,0,2,3,7,7,11,11,12,12,12,12,12,12,6,6,0,0,2,2,3,1,0,1,1,1,1,0,0,1,1,1,1,2,2
3,59,59,10,1,9,4137,126.308435,0,0,3,3,0,3,3,5,5,8,8,50,50,50,50,12,12,6,6,0,0,2,2,3,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,59,59,10,1,7,4137,135.5219758,0,0,2,2,0,2,3,6,6,10,10,50,50,50,50,12,12,7,7,0,0,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,59,59,10,1,9,4137,126.308435,0,0,2,2,0,2,3,2,2,13,13,30,30,30,30,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,59,59,10,1,10,4137,200.1609996,0,0,2,2,0,7,3,2,2,14,14,52,52,52,52,12,12,7,7,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,65,65,13,1,2,4138,20.90681722,1,1,1,1,0,1,3,5,5,1,1,29,29,29,29,8,8,0,0,0,0,1,1,1,1,0,3,3,1,1,0,0,4,4,1,1,1,1
3,65,65,13,1,10,4138,193.1650323,0,0,2,2,0,2,3,7,7,13,13,0,0,0,0,12,12,7,7,1,1,18,18,1,1,0,1,1,1,1,0,1,0,0,0,0,9,2
3,65,65,13,1,8,4138,118.9982947,0,0,1,1,0,1,3,2,2,12,12,14,14,14,14,31,31,0,0,0,0,3,3,3,4,0,1,1,2,2,0,0,1,1,1,1,9,2
3,65,65,13,1,9,4138,122.9031454,0,0,2,2,0,4,3,7,7,23,23,26,26,26,26,12,12,1,1,1,1,18,18,1,1,0,3,3,1,1,0,1,0,0,0,0,9,2
3,65,65,13,1,6,4138,48.29377476,0,0,2,2,0,3,3,4,4,9,9,16,16,16,16,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,2,2,1,1,9,2
3,65,65,13,1,4,4138,10.47881693,0,0,1,1,0,2,3,7,7,2,2,26,26,26,26,19,19,0,0,0,0,3,3,3,5,0,3,3,1,1,0,0,3,3,2,2,9,2
3,28,28,11,1,6,4139,49.2893234,0,0,2,2,0,3,3,5,5,19,19,12,12,12,12,12,12,6,6,0,0,2,2,3,1,0,1,1,1,1,0,0,2,2,3,3,2,2
3,28,28,11,1,3,4139,25.20654657,0,0,1,1,0,1,3,6,6,14,14,3,3,3,3,1,1,0,0,0,0,3,3,2,1,0,1,1,1,1,0,0,2,2,1,1,2,2
3,28,28,11,1,10,4139,197.0013724,0,0,1,1,0,1,3,1,1,8,8,22,22,22,22,33,33,0,0,0,0,3,3,3,3,0,1,1,1,1,0,0,0,0,0,0,2,2
3,28,28,11,1,9,4139,124.7110349,0,0,2,2,0,3,3,3,3,7,7,55,55,55,55,12,12,6,6,0,0,2,2,3,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,28,28,11,1,3,4139,25.20654657,0,0,1,1,0,1,2,1,1,7,7,58,58,58,58,1,1,0,0,0,0,3,3,2,1,0,1,1,1,1,0,0,1,1,1,1,2,2
3,28,28,11,1,2,4139,21.65837674,1,1,1,1,0,1,3,1,1,7,7,13,13,13,13,8,8,0,0,0,0,3,3,2,1,0,4,4,1,1,0,0,1,1,1,1,2,2
3,28,28,11,1,8,4139,121.5441049,0,0,2,2,0,6,3,1,1,12,12,53,53,53,53,12,12,6,6,0,0,2,2,3,1,0,1,1,1,1,0,0,2,2,1,1,2,2
3,28,28,11,1,6,4139,49.2893234,0,0,2,2,0,3,3,7,7,10,10,25,25,25,25,12,12,1,1,0,0,3,3,2,1,0,1,1,1,1,0,0,1,1,1,1,2,2
3,28,28,11,1,9,4139,124.7110349,0,0,2,2,0,2,3,3,3,14,14,56,56,56,56,12,12,6,6,0,0,2,2,3,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,28,28,11,1,10,4139,197.0013724,0,0,2,2,0,3,3,1,1,14,14,16,16,16,16,12,12,6,6,0,0,2,2,3,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,28,28,11,1,6,4139,49.2893234,0,0,2,2,0,2,3,3,3,11,11,56,56,56,56,12,12,1,1,1,1,20,20,1,1,0,1,1,1,1,0,1,1,1,1,1,2,2
3,28,28,11,1,9,4139,124.7110349,0,0,2,2,0,2,3,1,1,4,4,20,20,20,20,12,12,7,7,0,0,1,1,1,1,0,3,3,1,1,0,0,0,0,0,0,2,2
3,12,12,12,1,9,4142,124.544145,0,0,2,2,0,2,3,3,3,15,15,50,50,50,50,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,9,1
3,12,12,12,1,2,4142,21.52474132,1,1,1,1,0,1,3,4,4,17,17,15,15,15,15,9,9,0,0,0,0,3,3,3,1,0,1,1,1,1,0,0,2,2,1,1,2,2
3,12,12,12,1,8,4142,120.4022914,0,0,4,4,0,9,3,7,7,19,19,20,20,20,20,12,12,1,1,0,0,3,3,2,1,0,1,1,1,1,0,0,2,2,3,3,2,2
3,12,12,12,1,10,4142,196.2245855,0,0,2,2,0,3,3,2,2,8,8,0,0,0,0,12,12,1,1,0,0,3,3,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,12,12,12,1,7,4142,133.0304154,0,0,2,2,0,2,3,2,2,16,16,10,10,10,10,12,12,7,7,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,12,12,12,1,9,4142,124.544145,0,0,2,2,0,6,3,2,2,10,10,30,30,30,30,12,12,7,7,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,2,2
3,12,12,12,1,4,4142,10.4057229,0,0,1,1,0,1,3,5,5,2,2,20,20,20,20,42,42,0,0,0,0,1,1,1,4,0,2,2,1,1,0,0,3,3,1,1,1,1
3,12,12,12,1,6,4142,49.08168125,0,0,2,2,0,2,2,2,2,18,18,38,38,38,38,12,12,6,6,0,0,2,2,2,1,0,5,5,1,1,0,0,1,1,1,1,2,2
3,75,75,19,2,9,4144,117.543908,0,0,1,1,0,1,3,2,2,10,10,12,12,12,12,38,38,0,0,0,0,1,1,1,4,0,1,1,4,4,0,0,0,0,0,0,2,2
3,75,75,19,2,10,4144,186.0467773,0,0,2,2,0,2,3,2,2,13,13,24,24,24,24,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,78,78,10,1,10,4146,195.8166711,0,0,1,1,0,1,3,2,2,6,6,20,20,20,20,11,11,0,0,0,0,1,1,1,1,0,2,2,1,1,0,0,0,0,0,0,9,2
3,78,78,10,1,9,4146,124.3462461,0,0,2,2,0,2,3,6,6,14,14,20,20,20,20,12,12,1,1,0,0,3,3,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,40,40,15,1,2,4147,21.16496146,1,1,1,1,0,1,3,7,7,0,0,0,0,0,0,8,8,0,0,0,0,1,1,1,1,0,3,3,98,1,0,0,2,2,1,1,1,1
3,40,40,15,1,6,4147,48.5915568,0,0,2,2,0,3,3,7,7,0,0,12,12,12,12,12,12,2,2,0,0,2,2,2,1,0,3,3,98,1,0,0,2,2,2,2,9,2
3,40,40,15,1,9,4147,121.7055834,0,0,2,2,0,2,3,5,5,8,8,35,35,35,35,12,12,6,6,0,0,2,2,2,1,0,1,1,2,2,0,0,0,0,0,0,2,2
3,40,40,15,1,5,4147,22.77296608,0,0,2,2,0,2,3,5,5,6,6,45,45,45,45,12,12,6,6,0,0,2,2,2,1,0,4,4,2,2,0,0,3,3,2,2,2,2
3,40,40,15,1,10,4147,192.8775501,0,0,2,2,0,2,3,6,6,10,10,21,21,21,21,12,12,6,6,0,0,2,2,3,1,0,1,1,98,2,0,0,0,0,0,0,9,2
3,51,51,10,1,10,1117,195.7617217,0,0,1,1,0,1,3,2,2,12,12,32,32,32,32,57,57,0,0,0,0,1,1,1,3,0,1,1,1,1,0,1,0,0,0,0,2,2
3,35,35,13,1,9,4141,124.2129033,0,0,1,1,0,4,3,7,7,21,21,24,24,24,24,18,18,0,0,0,0,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,2,2
3,35,35,13,1,10,4141,196.1719023,0,0,2,2,0,2,3,7,7,21,21,42,42,42,42,12,12,7,7,0,0,1,1,1,1,0,6,6,98,1,0,1,9,2,99,2,9,2
3,32,32,17,2,8,4145,117.6182599,0,0,2,2,0,2,3,3,3,14,14,15,15,15,15,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,2,2
3,32,32,17,2,10,4145,191.4574406,0,0,1,1,0,1,3,6,6,16,16,23,23,23,23,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,32,32,17,2,9,4145,121.4983164,0,0,2,2,0,10,3,7,7,16,16,41,41,41,41,12,12,6,6,0,0,8,8,1,1,0,1,1,10,10,0,0,0,0,0,0,2,2
3,32,32,17,2,7,4145,129.4200655,0,0,2,2,0,2,3,3,3,14,14,16,16,16,16,12,12,7,7,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1
3,83,83,13,1,6,4148,49.8377364,0,0,2,2,0,3,3,5,5,14,14,58,58,58,58,12,12,1,1,0,0,8,8,1,1,0,1,1,1,1,0,0,2,2,2,2,2,2
3,83,83,13,1,9,4148,125.7120165,0,0,2,2,0,2,3,7,7,21,21,50,50,50,50,12,12,7,7,0,0,3,3,2,1,0,3,3,1,1,0,0,0,0,0,0,9,2
3,83,83,13,1,8,4148,122.3185638,0,0,2,2,0,2,3,1,1,15,15,45,45,45,45,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,1,1,2,2,2,2
3,83,83,13,1,10,4148,198.6423173,0,0,2,2,0,2,3,1,1,20,20,40,40,40,40,12,12,7,7,1,1,18,18,1,1,0,3,3,1,1,0,1,0,0,0,0,2,2
3,83,83,13,1,5,4148,23.28159742,0,0,1,1,0,6,3,1,1,13,13,13,13,13,13,30,30,0,0,0,0,1,1,1,4,0,1,1,1,1,0,0,3,3,3,3,2,2
3,33,33,11,1,8,1484,119.8399673,0,0,2,2,0,6,3,7,7,1,1,36,36,36,36,12,12,1,1,0,0,1,1,1,1,0,2,2,1,1,0,0,2,2,5,5,2,2
3,33,33,11,1,9,1477,124.0877981,0,0,2,2,0,2,3,7,7,7,7,47,47,47,47,12,12,6,6,0,0,2,2,2,1,0,1,1,10,10,0,0,0,0,0,0,2,2
3,33,33,11,1,9,1484,124.0877981,0,0,2,2,0,2,3,7,7,14,14,21,21,21,21,12,12,6,6,0,0,2,2,3,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,33,33,11,1,10,1477,195.1147457,0,0,2,2,0,3,3,7,7,16,16,27,27,27,27,12,12,1,1,0,0,3,3,2,1,0,1,1,1,1,0,0,0,2,0,1,9,2
3,33,33,11,1,10,1484,195.1147457,0,0,2,2,0,2,3,7,7,21,21,57,57,57,57,12,12,1,1,1,1,3,3,2,1,0,3,3,1,1,0,0,0,0,0,0,2,2
3,33,33,11,1,6,1482,48.78913948,0,0,2,2,0,6,3,1,1,13,13,27,27,27,27,12,12,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,2
3,54,54,14,1,7,514,132.874606,0,0,1,1,0,1,2,4,4,3,3,8,8,8,8,24,24,0,0,0,0,1,1,1,3,1,2,2,1,1,0,1,0,0,0,0,2,2
3,54,54,14,1,7,514,132.874606,0,0,2,2,0,2,2,4,4,11,11,43,43,43,43,12,12,7,7,1,1,5,5,1,1,0,1,1,10,10,0,1,0,0,0,0,2,2
3,54,54,14,1,9,514,123.1253678,0,0,1,1,0,1,2,5,5,16,16,50,50,50,50,34,34,0,0,0,0,1,1,1,4,1,3,3,2,2,0,1,0,0,0,0,2,2
3,54,54,14,1,10,514,193.1815236,0,0,1,1,0,1,2,5,5,3,3,18,18,18,18,11,11,0,0,0,0,1,1,1,1,0,2,2,1,1,0,0,0,0,0,0,2,2
3,54,54,14,1,10,514,193.1815236,0,0,2,2,0,5,2,6,6,7,7,37,37,37,37,12,12,6,6,0,0,4,4,1,1,0,2,2,1,1,0,0,0,0,0,0,2,2
3,54,54,14,1,9,514,123.1253678,0,0,2,2,0,2,2,6,6,13,13,20,20,20,20,12,12,9,9,0,0,8,8,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,54,54,14,1,8,514,119.2403334,0,0,2,2,0,2,2,6,6,16,16,50,50,50,50,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,1,1,1,1,2,2
3,54,54,14,1,7,514,132.874606,0,0,2,2,0,2,2,2,2,23,23,25,25,25,25,12,12,7,7,0,0,1,1,1,1,0,2,2,1,1,0,0,0,0,0,0,9,1
3,54,54,14,1,8,514,119.2403334,0,0,2,2,0,2,2,3,3,8,8,0,0,0,0,12,12,6,6,0,0,2,2,3,1,0,3,3,1,1,0,0,1,1,1,1,2,2
3,54,54,14,1,10,514,193.1815236,0,0,2,2,0,3,2,3,3,7,7,4,4,4,4,12,12,6,6,0,0,2,2,3,1,0,4,4,10,10,0,0,0,0,0,0,2,2
3,54,54,14,1,7,514,132.874606,0,0,2,2,0,2,2,5,5,9,9,48,48,48,48,12,12,6,6,1,1,2,2,2,1,0,1,1,1,1,0,0,1,1,1,1,2,2
3,54,54,14,1,10,514,193.1815236,0,0,2,2,0,3,2,5,5,19,19,15,15,15,15,12,12,6,6,0,0,2,2,2,1,0,2,2,10,10,0,0,0,0,0,0,2,2
3,54,54,14,1,9,514,123.1253678,0,0,2,2,0,2,2,7,7,9,9,13,13,13,13,12,12,7,7,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,2,2
3,33,33,11,1,2,1484,21.04833371,1,1,1,1,0,1,3,1,1,20,20,22,22,22,22,8,8,0,0,0,0,1,1,1,1,0,3,3,1,1,0,0,4,4,1,1,1,1
3,54,54,14,1,8,514,119.2403334,0,0,3,3,0,3,2,7,7,12,12,53,53,53,53,12,12,6,6,0,0,2,2,2,1,0,1,1,10,10,0,0,1,1,1,1,9,1
3,54,54,14,1,9,514,123.1253678,0,0,1,1,0,2,2,7,7,15,15,49,49,49,49,24,24,0,0,1,1,3,3,2,4,0,1,1,98,1,0,0,0,0,0,0,2,2
3,54,54,14,1,8,514,119.2403334,0,0,2,2,0,5,2,1,1,15,15,52,52,52,52,12,12,1,1,1,1,2,2,3,1,0,1,1,10,10,0,0,1,1,1,1,2,2
3,54,54,14,1,10,514,193.1815236,0,0,2,2,0,3,2,2,2,8,8,21,21,21,21,12,12,6,6,0,0,2,2,3,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,52,52,18,2,10,590,183.41119,0,0,2,1,1,1,2,5,5,19,19,28,28,28,28,14,14,0,0,0,0,1,1,1,7,0,3,3,10,10,0,0,0,0,0,0,1,1
3,52,52,18,2,2,590,38.35688924,1,1,1,1,0,1,2,7,7,17,17,36,36,36,36,9,9,0,0,0,0,1,1,1,7,0,1,1,1,1,0,0,2,2,1,1,2,2
3,52,52,18,2,9,590,121.6013865,0,0,2,2,0,2,2,1,1,13,13,33,33,33,33,12,12,6,6,0,0,3,3,3,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,52,52,18,2,8,590,115.7395623,0,0,2,2,0,3,2,2,2,18,18,5,5,5,5,12,12,1,1,1,1,18,18,1,1,0,1,1,1,1,0,1,1,1,2,2,2,2
3,52,52,18,2,9,590,121.6013865,0,0,2,2,0,3,2,5,5,7,7,56,56,56,56,12,12,1,1,0,0,3,3,3,1,0,1,1,98,1,0,0,0,0,0,0,2,2
3,52,52,18,2,10,590,183.41119,0,0,2,2,0,3,2,7,7,10,10,19,19,19,19,12,12,6,6,0,0,4,4,1,1,0,1,1,1,1,0,0,0,0,0,0,9,2
3,52,52,18,2,10,606,183.41119,0,0,1,1,0,1,2,4,4,21,21,15,15,15,15,30,30,0,0,0,0,1,1,1,4,0,1,1,1,1,0,0,0,0,0,0,2,2
3,52,52,18,2,8,606,115.7395623,0,0,2,2,0,5,2,3,3,17,17,20,20,20,20,12,12,1,1,0,0,8,8,1,1,0,1,1,1,1,0,0,1,1,3,3,2,2
3,52,52,18,2,8,606,115.7395623,0,0,1,1,0,1,2,4,4,23,23,30,30,30,30,35,35,0,0,0,0,1,1,1,4,0,2,2,1,1,0,0,2,2,1,1,1,1
3,52,52,18,2,9,606,121.6013866,0,0,1,1,0,1,2,5,5,15,15,30,30,30,30,59,59,0,0,0,0,1,1,1,3,0,1,1,1,1,0,0,0,0,0,0,9,2
3,52,52,18,2,5,610,29.93982417,0,0,1,1,0,1,2,2,2,12,12,59,59,59,59,34,34,0,0,0,0,1,1,1,4,0,1,1,1,1,0,0,3,3,1,1,2,2
3,52,52,18,2,2,587,41.03983991,1,1,1,1,0,1,2,7,7,19,19,55,55,55,55,8,8,0,0,0,0,1,1,1,1,0,3,3,10,10,0,0,4,4,1,1,1,1
3,52,52,18,2,7,587,124.8761864,0,0,2,2,0,1,2,6,6,6,6,19,19,19,19,12,12,1,1,0,0,1,1,1,1,0,2,2,10,10,0,0,1,1,1,1,2,2
3,52,52,18,2,7,587,124.8761864,0,0,1,1,0,5,2,4,4,16,16,13,13,13,13,38,38,0,0,0,0,1,1,1,4,0,1,1,1,1,1,0,0,0,0,0,2,2
3,52,52,18,2,5,587,41.76338014,0,0,2,2,0,2,2,1,1,10,10,13,13,13,13,35,35,0,0,0,0,1,1,1,3,0,1,1,1,1,0,1,4,4,1,1,9,1
3,52,52,18,2,2,610,29.42112411,1,1,1,1,0,1,2,6,6,19,19,10,10,10,10,8,8,0,0,0,0,1,1,1,1,0,3,3,1,1,0,0,3,3,1,1,9,2
3,52,52,18,2,5,610,29.93982417,0,0,1,1,0,2,2,7,7,9,9,50,50,50,50,34,34,0,0,0,0,1,1,1,4,0,1,1,1,1,0,0,3,3,2,2,2,2
3,52,52,18,2,10,610,183.41119,0,0,2,2,0,2,2,4,4,8,8,39,39,39,39,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,52,52,18,2,8,610,115.7395624,0,0,1,1,0,2,2,1,1,14,14,35,35,35,35,34,34,0,0,0,0,1,1,1,4,0,1,1,1,1,0,0,2,2,1,1,1,1
3,52,52,18,2,5,610,39.26339222,0,0,1,1,0,2,2,1,1,0,0,15,15,15,15,34,34,0,0,0,0,1,1,1,4,0,2,2,1,1,0,0,4,4,2,2,9,1
3,52,52,18,2,9,610,121.6013866,0,0,2,2,0,3,2,6,6,11,11,8,8,8,8,12,12,6,6,0,0,2,2,2,1,0,1,1,10,10,0,0,0,0,0,0,2,2
3,52,52,18,2,10,610,183.41119,0,0,2,2,0,2,2,2,2,11,11,40,40,40,40,12,12,6,6,0,0,8,8,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2
3,63,63,16,2,8,4135,116.4391516,0,0,1,1,0,2,3,7,7,23,23,15,15,15,15,42,42,0,0,0,0,1,1,1,4,0,3,3,1,1,0,0,2,2,2,2,9,2
3,63,63,16,2,3,4135,24.6976317,0,0,2,2,0,4,3,6,6,12,12,20,20,20,20,12,12,2,2,0,0,2,2,3,1,0,1,1,1,1,0,0,2,2,1,1,9,2
3,63,63,16,2,5,4135,24.41044993,0,0,1,1,0,4,3,1,1,18,18,45,45,45,45,35,35,0,0,0,0,1,1,1,4,0,1,1,1,1,0,0,3,3,4,4,9,2
3,59,59,10,1,2,4137,21.8057861,2,2,1,1,0,1,1,7,7,17,17,51,51,51,51,8,8,0,0,0,0,3,3,3,1,0,1,1,1,1,0,0,1,1,2,2,2,2
3,59,59,10,1,6,4137,49.94650646,0,0,2,2,0,4,3,4,4,8,8,52,52,52,52,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,1,1,4,4,2,2
3,59,59,10,1,9,4137,126.308435,0,0,2,2,0,3,3,1,1,21,21,54,54,54,54,12,12,6,6,0,0,2,2,3,1,0,3,3,2,2,0,0,0,0,0,0,2,2
3,59,59,10,1,9,4137,126.308435,0,0,2,2,0,3,3,2,2,19,19,10,10,10,10,12,12,1,1,0,0,3,3,2,1,0,5,5,1,1,0,0,0,0,0,0,2,2
3,59,59,10,1,8,4137,121.8602264,0,0,2,2,0,5,3,3,3,3,3,10,10,10,10,12,12,9,9,0,0,2,2,2,1,0,3,3,1,1,0,0,1,1,1,1,2,2
3,59,59,10,1,10,4137,200.1609996,0,0,2,2,0,2,3,3,3,16,16,58,58,58,58,12,12,7,7,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,59,59,10,1,2,4137,21.8057861,1,1,1,1,0,2,3,5,5,21,21,51,51,51,51,30,30,0,0,0,0,1,1,1,4,0,3,3,1,1,0,0,3,3,3,3,2,2
3,65,65,13,1,10,4138,193.1650323,0,0,2,2,0,2,3,6,6,10,10,55,55,55,55,12,12,1,1,0,0,3,3,2,1,0,1,1,1,1,0,0,0,0,0,0,9,2
3,65,65,13,1,8,4138,118.9982947,0,0,2,2,0,2,3,2,2,8,8,48,48,48,48,12,12,1,1,0,0,3,3,2,1,0,1,1,10,10,0,0,1,1,1,1,9,2
3,65,65,13,1,10,4138,193.1650323,0,0,2,2,0,2,3,2,2,22,22,48,48,48,48,12,12,7,7,1,1,18,18,1,1,0,2,2,1,1,0,1,0,0,0,0,9,2
3,28,28,11,1,8,4139,121.5441049,0,0,2,2,0,3,3,7,7,17,17,31,31,31,31,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,2,2,1,1,2,2
3,28,28,11,1,6,4139,49.2893234,0,0,2,2,0,2,3,1,1,7,7,52,52,52,52,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,2,2
3,28,28,11,1,9,4139,124.7110349,0,0,2,2,0,3,3,1,1,18,18,35,35,35,35,12,12,7,7,0,0,1,1,1,1,4,1,1,1,1,0,0,0,0,0,0,2,2
3,28,28,11,1,2,4139,21.65837674,1,1,1,1,0,1,3,1,1,10,10,57,57,57,57,9,9,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,2,2,1,1,2,2
3,28,28,11,1,6,4139,49.2893234,0,0,2,2,0,2,3,1,1,14,14,28,28,28,28,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,2,2,2,2,2,2
3,28,28,11,1,3,4139,25.20654657,0,0,2,2,0,2,3,5,5,16,16,15,15,15,15,12,12,6,6,0,0,1,1,1,1,0,1,1,10,10,0,0,2,2,1,1,2,2
3,28,28,11,1,9,4139,124.7110349,0,0,2,2,0,2,3,4,4,16,16,26,26,26,26,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,2,2
3,28,28,11,1,10,4139,197.0013724,0,0,1,1,0,1,3,2,2,1,1,10,10,10,10,20,20,0,0,0,0,1,1,1,4,0,3,3,1,1,0,1,0,0,0,0,2,2
3,12,12,12,1,10,4142,196.2245855,0,0,2,2,0,2,3,2,2,16,16,41,41,41,41,12,12,6,6,1,1,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,12,12,12,1,2,4142,21.52474132,1,1,1,1,0,1,3,7,7,21,21,37,37,37,37,9,9,0,0,1,1,3,3,2,1,0,3,3,10,10,0,0,3,3,1,1,2,2
3,12,12,12,1,6,4142,49.08168125,0,0,2,2,0,4,3,7,7,22,22,14,14,14,14,12,12,6,6,1,1,2,2,2,1,0,3,3,10,10,0,0,1,1,4,4,9,2
3,12,12,12,1,9,4142,124.544145,0,0,2,2,0,2,3,6,6,14,14,20,20,20,20,12,12,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,75,75,19,2,6,4144,46.18433409,0,0,2,2,0,4,3,3,3,11,11,42,42,42,42,12,12,6,6,0,0,2,2,3,1,0,1,1,98,10,0,0,2,2,4,4,2,2
3,78,78,10,1,2,4146,21.52716871,1,1,1,1,0,1,3,2,2,19,19,30,30,30,30,8,8,0,0,0,0,3,3,2,2,0,5,5,1,1,0,0,1,1,1,1,9,2
3,78,78,10,1,6,4146,49.14693235,0,0,2,2,0,3,3,3,3,7,7,35,35,35,35,12,12,1,1,0,0,8,8,1,1,0,4,4,5,5,0,0,2,2,2,2,2,2
3,78,78,10,1,9,4146,124.3462461,0,0,2,2,0,2,3,3,3,9,9,0,0,0,0,12,12,1,1,0,0,3,3,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,78,78,10,1,9,4146,124.3462461,0,0,2,2,0,3,3,3,3,16,16,22,22,22,22,12,12,6,6,0,0,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,2,2
3,78,78,10,1,10,4146,195.8166711,0,0,2,1,1,2,3,6,6,16,16,33,33,33,33,14,14,0,0,0,0,8,8,1,7,0,1,1,1,1,0,0,0,0,0,0,2,2
